Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
14,4.55%,95.45%,0.09765625,90.23%,93.59%,91.28%,0.9241924851680949

Average,4.55%,95.44695071010861,0.09765625,90.234375,93.59145527369826,91.27604166666666,0.9241924851680949
