Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
18,5.31%,94.69%,0.11826544021024968,88.17%,91.31%,92.51%,0.9190600522193211

Average,5.31%,94.68783068783068,0.11826544021024968,88.17345597897503,91.30998702983139,92.50985545335085,0.9190600522193211
