Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
2,0.52%,99.48%,0.02535211267605634,97.46%,97.46%,97.46%,0.9746478873239437

Average,0.52%,99.48186528497409,0.02535211267605634,97.46478873239437,97.46478873239437,97.46478873239437,0.9746478873239437
