Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
1,0.57%,99.43%,0.028169014084507043,97.18%,97.18%,97.18%,0.971830985915493

Average,0.57%,99.43404440574662,0.028169014084507043,97.1830985915493,97.1830985915493,97.1830985915493,0.971830985915493
