Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
1,1.39%,98.61%,0.036619718309859155,96.34%,96.61%,96.34%,0.9647390691114245

Average,1.39%,98.60687853722247,0.036619718309859155,96.3380281690141,96.61016949152543,96.3380281690141,0.9647390691114245
