Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
1,3.61%,96.39%,0.059154929577464786,94.08%,96.81%,94.08%,0.9542857142857142

Average,3.61%,96.38659120592077,0.059154929577464786,94.08450704225352,96.81159420289856,94.08450704225352,0.9542857142857142
