Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
3,2.21%,97.79%,0.09111617312072894,90.89%,93.68%,91.12%,0.9237875288683602

Average,2.21%,97.79026217228464,0.09111617312072894,90.8883826879271,93.6768149882904,91.11617312072893,0.9237875288683602
