Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
3,0.94%,99.06%,0.05011389521640091,94.99%,95.22%,95.22%,0.9521640091116174

Average,0.94%,99.06367041198502,0.05011389521640091,94.98861047835992,95.21640091116174,95.21640091116174,0.9521640091116174
