Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
3,0.90%,99.10%,0.04328018223234624,95.67%,95.68%,95.90%,0.9579067121729238

Average,0.90%,99.10112359550561,0.04328018223234624,95.67198177676538,95.68181818181817,95.8997722095672,0.9579067121729238
