Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
7,2.39%,97.61%,0.06904761904761905,93.10%,93.14%,93.81%,0.9347568208778173

Average,2.39%,97.61146496815286,0.06904761904761905,93.0952380952381,93.14420803782507,93.80952380952381,0.9347568208778173
