Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
undefined,2.35%,96.61%,0.08779999999999999,86.51%,94.77%,92.45%,0.9359504132231405

Average,2.35%,97.65%,0.08779999999999999,86.51,94.77,92.45,0.9359504132231405
