Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
8,9.91%,90.09%,0.15059588299024917,84.94%,94.57%,94.37%,0.9446854663774402

Average,9.91%,90.09224461906389,0.15059588299024917,84.94041170097508,94.57111834961998,94.36619718309859,0.9446854663774402
