Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
8,5.86%,94.14%,0.0790899241603467,92.09%,96.49%,92.42%,0.9441062534587715

Average,5.86%,94.14075845575674,0.0790899241603467,92.09100758396534,96.49321266968326,92.41603466955578,0.9441062534587715
