Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
8,1.30%,98.70%,0.0552546045503792,94.47%,94.87%,96.10%,0.9547900968783638

Average,1.30%,98.7017423983601,0.0552546045503792,94.47453954496208,94.8663101604278,96.0996749729144,0.9547900968783638
