Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
2,3.16%,96.84%,0.050522648083623695,94.95%,95.17%,96.17%,0.9566724436741768

Average,3.16%,96.84274438372799,0.050522648083623695,94.94773519163763,95.17241379310344,96.16724738675958,0.9566724436741768
