Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
2,14.94%,85.06%,0.13588850174216027,86.41%,96.74%,87.80%,0.9205479452054793

Average,14.94%,85.06375227686704,0.13588850174216027,86.41114982578398,96.73704414587331,87.8048780487805,0.9205479452054793
