Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
2,2.46%,97.54%,0.059233449477351915,94.08%,95.15%,95.64%,0.9539530842745438

Average,2.46%,97.54098360655738,0.059233449477351915,94.07665505226481,95.14731369150779,95.64459930313589,0.9539530842745438
