Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
3,3.10%,96.90%,0.15499254843517138,84.50%,84.57%,84.95%,0.8475836431226766

Average,3.10%,96.89797794117648,0.15499254843517138,84.50074515648286,84.56973293768546,84.9478390461997,0.8475836431226766
