Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
3,3.06%,96.94%,0.15797317436661698,84.20%,84.34%,85.10%,0.8471810089020773

Average,3.06%,96.94393382352942,0.15797317436661698,84.2026825633383,84.3426883308715,85.09687034277198,0.8471810089020773
