Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
2,1.09%,98.91%,0.044933078393881457,95.51%,95.70%,95.70%,0.9569789674952199

Average,1.09%,98.91483064781322,0.044933078393881457,95.50669216061185,95.69789674952199,95.69789674952199,0.9569789674952199
