Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
2,3.03%,96.97%,0.05449330783938815,94.55%,95.20%,94.74%,0.9496885481552467

Average,3.03%,96.97467938178231,0.05449330783938815,94.5506692160612,95.1969260326609,94.74187380497132,0.9496885481552467
