Page,CER,Character Accuracy,WER,Word Accuracy,Bag of Tokens Precision,Bag of Tokens Recall,Bag of Tokens F-measure
2,1.61%,98.39%,0.052581261950286805,94.74%,94.91%,96.18%,0.9553656220322887

Average,1.61%,98.38868793160145,0.052581261950286805,94.74187380497132,94.90566037735849,96.17590822179733,0.9553656220322887
